종목코드,종목명,IPO,종가,시가총액,거래량,거래대금,상장주식수,BPS,PER,PBR,EPS,DIV,DPS,날짜
076080,웰크론한텍,2008-07-18,3885,81601644320,133932,523169635,20816746,3234.0,129.5,1.2,30.0,0.0,0.0,20220330
196700,웹스,2015-08-24,4915,70815229920,558282,2773160130,14364144,2681.0,0.0,1.83,0.0,0.0,0.0,20220330
900340,윙입푸드,2018-11-30,1235,59726917860,239803,299609615,47973428,,,,,,,20220330
036200,유니셈,1999-12-10,11600,355704986800,147547,1722332400,30664223,4799.0,16.22,2.42,715.0,0.69,80.0,20220330
336060,유안타제5호스팩,2019-11-28,3550,21110800000,191545,684783665,5930000,0.0,0.0,0.0,0.0,0.0,0.0,20220330
023410,유진기업,1994-10-07,5030,389646749520,867704,4418185320,77310863,10357.0,7.27,0.49,692.0,3.38,170.0,20220330
056080,유진로봇,2001-11-13,7200,270087494400,2946146,21113358810,37512152,1108.0,0.0,6.5,0.0,0.0,0.0,20220330
215790,이노인스트루먼트,2015-05-08,1970,79156387785,192753,377911925,40283149,1886.0,12.88,1.04,153.0,0.0,0.0,20220330
272290,이녹스첨단소재,2017-07-10,52200,1032602547600,344399,17810384700,19781658,10365.0,38.62,5.04,1352.0,0.0,0.0,20220330
041520,이라이콤,2003-07-04,7230,88124517900,14167,102931980,12188730,17423.0,10.63,0.41,680.0,8.3,600.0,20220330
078020,이베스트투자증권,2007-02-21,7520,417218548800,46184,347079880,55481190,11051.0,3.12,0.68,2413.0,7.31,550.0,20220330
091120,이엠텍,2007-05-02,42250,671265296000,170438,7165566650,15887936,11602.0,681.5,3.64,62.0,0.0,0.0,20220330
088290,이원컴포텍,2009-12-01,8760,198294031800,77948,677185750,22636305,573.0,0.0,15.29,0.0,0.0,0.0,20220330
092130,이크레더블,2008-10-24,19100,230032760000,23784,456896750,12043600,4804.0,17.62,3.98,1084.0,3.66,700.0,20220330
079950,인베니아,2005-02-04,2665,61364000000,90303,240978150,23200000,1762.0,0.0,1.51,0.0,0.0,0.0,20220330
216050,인크로스,2016-10-31,43350,349261282950,9847,426751450,8056777,9251.0,25.48,4.69,1701.0,0.0,0.0,20220330
049070,인탑스,2002-02-21,36150,624360000000,300385,10950981750,17200000,27150.0,15.26,1.33,2369.0,0.69,250.0,20220330
189300,인텔리안테크,2016-10-18,90000,826530210000,100500,9013890100,9183669,9696.0,1184.0,9.28,76.0,0.11,100.0,20220330
175140,인포마크,2015-09-23,7130,45687835030,17510,124415240,6407831,1340.0,0.0,5.32,0.0,0.0,0.0,20220330
