종목코드,R1D,R1W,R1M,R3M,R6M,R1Y,날짜
019680,-0.44,-4.03,-20.42,-22.47,-40.53,-46.7,20221012
019685,0.0,-3.46,-18.09,-24.72,-38.98,-49.93,20221012
006370,1.41,3.08,-4.29,-9.87,-5.19,-7.8,20221012
008060,1.0,1.34,-9.45,-1.95,-22.56,-12.72,20221012
00806K,0.0,-2.78,-15.52,-19.23,-31.63,-28.29,20221012
353200,4.66,11.01,-7.84,-13.79,-12.57,50.15,20221012
35320K,2.35,1.63,-15.61,-17.01,-31.51,-22.78,20221012
178600,-2.02,2.64,-2.63,-2.63,-4.19,-9.64,20221012
020400,-1.65,-4.13,-9.72,-3.69,-22.95,-24.68,20221012
008830,-0.15,0.15,-16.14,-1.86,-13.6,13.2,20221012
048470,-6.83,1.01,-7.22,-10.0,-30.77,-30.02,20221012
008110,-2.2,-4.72,-23.71,75.91,28.03,71.56,20221012
004780,-1.31,-3.5,-10.69,-7.91,-20.63,-23.43,20221012
005750,-2.82,-4.17,-21.86,-20.55,-50.2,-42.92,20221012
017650,0.0,-0.51,-10.99,-8.71,-25.14,-24.06,20221012
006570,-0.78,-1.55,-7.58,-3.5,-26.28,-14.32,20221012
007720,1.15,-3.04,-13.87,-14.08,-42.69,-51.92,20221012
317850,15.78,9.05,43.11,21.24,81.41,89.88,20221012
290670,0.56,-4.1,-15.41,35.35,9.8,70.52,20221012
078140,-12.56,-14.58,-7.87,-15.17,-23.68,-11.93,20221012
001680,1.95,-4.35,-5.0,-5.22,-12.18,-9.13,20221012
001685,0.65,-1.91,-2.53,-3.14,-12.75,-14.44,20221012
084690,0.0,-1.77,-7.57,-7.22,-28.36,-28.36,20221012
084695,1.03,3.48,-0.71,3.7,-19.59,-15.06,20221012
036480,0.0,-3.85,-18.03,-18.03,-29.58,-34.21,20221012
128820,-0.37,-1.83,-15.62,-18.36,-17.77,-28.12,20221012
117580,1.63,2.88,-1.96,17.92,4.17,3.73,20221012
027830,-0.23,-5.62,-26.68,-26.31,-27.41,-29.29,20221012
104040,-1.47,-4.96,-25.35,-17.79,-40.18,-40.04,20221012
016710,1.42,5.34,4.75,15.73,61.5,117.35,20221012
387310,0.0,0.0,0.0,9.29,7.39,17.62,20221012
020180,2.29,6.77,6.35,18.06,-21.64,-2.9,20221012
003540,1.08,-0.36,-6.04,-2.78,-23.29,-28.75,20221012
003547,0.38,-0.38,-4.03,0.0,-14.94,-23.62,20221012
003545,0.74,-0.37,-3.56,1.12,-13.97,-23.88,20221012
108380,1.69,-1.23,-10.45,2.56,-16.38,-25.0,20221012
006580,0.0,0.0,0.0,0.0,0.0,0.0,20221012
014160,1.14,-0.37,-16.61,-19.88,-41.92,-40.09,20221012
047040,2.33,-2.34,-13.2,-21.67,-36.93,-35.67,20221012
009320,-1.84,1.27,-14.44,-10.11,-27.93,-32.35,20221012
042660,-2.33,-2.33,2.44,-1.56,-24.4,-18.53,20221012
003090,-2.31,-6.85,-19.96,-32.69,-35.2,-39.43,20221012
069620,-0.33,-5.08,-9.39,-16.25,-11.01,11.15,20221012
007680,3.35,4.33,-9.08,-10.35,-23.28,-17.98,20221012
000430,-2.85,-3.94,-19.24,-18.99,-22.07,-35.19,20221012
048910,0.0,-1.71,-19.86,-5.74,-36.29,-66.67,20221012
005710,-0.59,-3.63,-13.85,-4.18,-15.01,-21.5,20221012
006345,2.84,5.13,-11.63,-8.01,-22.66,-27.09,20221012
024890,-3.75,-10.02,-4.26,-3.92,-10.02,-48.86,20221012
000300,2.99,-0.48,-13.22,-2.48,-32.76,-38.28,20221012
120240,-14.64,-21.53,-6.42,6.16,-8.23,-15.78,20221012
