종목코드,R1D,R1W,R1M,R3M,R6M,R1Y,날짜
117580,-3.91,-16.43,31.11,59.98,65.17,159.23,20220506
027830,2.89,1.17,-0.66,15.68,-3.2,-23.9,20220506
104040,-1.17,-0.93,-10.74,-26.52,-0.47,-23.19,20220506
016710,0.0,-1.17,2.97,22.92,33.03,73.78,20220506
336570,-2.79,-3.1,-2.68,69.53,69.53,111.92,20220506
020180,-2.38,-1.03,-27.16,-4.65,19.58,-22.22,20220506
003540,-1.17,-4.25,-6.89,0.3,-16.95,-12.66,20220506
003547,-1.99,-2.31,-3.9,2.07,-19.13,-7.79,20220506
003545,-0.33,-0.65,-3.18,2.01,-19.15,-7.32,20220506
045390,-1.41,-4.0,-3.56,-14.81,-32.15,-25.66,20220506
108380,-0.33,-0.66,2.03,0.0,-8.76,-31.98,20220506
006580,0.0,0.0,0.0,0.0,0.0,0.0,20220506
014160,0.22,0.22,-3.76,-5.92,-6.49,-14.94,20220506
047040,0.44,0.15,1.5,13.76,11.15,-7.12,20220506
009320,0.87,0.0,1.76,2.43,-28.66,-6.46,20220506
042660,-1.2,-5.89,1.02,12.5,3.12,-33.56,20220506
003090,-0.84,-1.83,-3.75,9.46,-9.23,-10.47,20220506
069620,0.0,-2.46,5.0,29.82,25.26,31.25,20220506
000430,0.29,0.14,3.9,5.96,-14.55,-19.61,20220506
048910,-2.41,-4.14,-14.29,-10.74,-53.58,-48.33,20220506
005710,-0.94,-1.09,4.45,-1.71,-5.09,-22.49,20220506
006340,4.34,6.39,1.88,14.25,4.59,38.78,20220506
006345,0.48,1.28,1.12,-5.37,-6.35,-16.03,20220506
024890,-1.37,1.23,-9.4,-16.35,-43.99,4.9,20220506
120240,1.44,1.93,3.18,14.99,-6.22,-26.61,20220506
003310,-4.08,10.12,66.06,105.35,70.73,38.86,20220506
114920,5.83,13.78,12.66,89.17,74.62,62.14,20220506
012800,-2.61,-3.07,-2.38,17.09,2.75,-26.61,20220506
096350,-1.85,2.51,0.38,20.45,-1.12,4.95,20220506
140520,-3.95,1.55,8.54,10.22,27.93,16.23,20220506
131220,-4.39,-4.28,-11.56,-1.51,-2.53,-44.14,20220506
010170,-1.9,-1.48,-3.12,6.41,-23.27,-27.46,20220506
054670,-4.8,-0.77,3.2,20.56,17.27,6.61,20220506
001070,-1.5,-1.21,-3.06,1.13,6.85,11.96,20220506
023910,-1.05,-2.58,-3.41,2.16,-6.28,-27.86,20220506
006650,-2.29,-1.64,-6.27,-2.61,-18.53,-51.22,20220506
084010,-3.16,-3.81,4.63,7.25,26.55,-0.69,20220506
001130,-1.63,1.4,2.55,8.71,10.7,4.62,20220506
003490,2.18,1.16,-5.28,3.04,0.66,10.51,20220506
003495,0.67,-0.79,-5.03,3.42,-4.55,-7.02,20220506
003830,-0.39,0.39,2.4,2.4,-1.92,-6.23,20220506
016090,0.0,-3.18,0.55,29.55,0.55,3.79,20220506
021045,-1.34,-0.68,-1.01,2.8,-2.97,-20.75,20220506
067080,-1.69,-2.98,-8.14,-4.35,-17.8,-33.63,20220506
192080,-1.33,-3.21,-8.19,-6.41,-27.84,-22.13,20220506
302920,-2.02,-2.42,-12.32,13.08,65.3,48.65,20220506
317330,-0.85,-0.43,-10.54,-23.69,-1.89,10.66,20220506
004830,0.36,1.32,-9.34,-46.41,-63.7,-61.28,20220506
004835,0.94,-1.38,-8.55,-44.56,-58.93,-76.3,20220506
090410,-2.27,-7.59,10.67,37.59,-4.6,71.78,20220506
024900,-0.62,-2.44,0.0,-9.09,-11.72,-9.99,20220506
263600,-1.59,-1.59,-1.83,-0.62,4.14,-11.15,20220506
348840,0.0,-9.2,35.12,-18.93,-1.3,-43.67,20220506
261200,-1.14,-2.15,-8.94,-5.36,-11.99,-17.13,20220506
145720,-3.23,0.73,-4.44,21.34,0.73,8.18,20220506
227420,-1.43,0.98,-6.06,-27.82,25.25,-48.76,20220506
002150,5.53,2.63,14.85,18.97,14.56,-2.5,20220506
006620,-1.76,-2.95,-10.16,-0.68,-14.2,-20.5,20220506
100130,0.35,-0.87,-1.04,-4.19,2.88,-6.39,20220506
005160,-1.42,-1.97,0.43,7.24,-8.42,-17.92,20220506
075970,-0.52,0.63,5.73,23.39,-14.44,-18.37,20220506
001230,0.26,0.53,16.98,23.45,12.46,-19.02,20220506
086450,-2.96,-5.33,-0.7,4.67,-4.05,-21.98,20220506
023450,-0.33,-0.65,-1.14,-2.09,-4.84,16.22,20220506
099410,-7.47,-9.35,16.45,12.06,59.0,108.9,20220506
007590,-2.14,-2.76,2.78,13.95,1.84,3.6,20220506
005965,0.0,0.77,4.32,-11.65,-16.41,-31.08,20220506
026960,-0.76,-2.99,-2.99,-4.24,-24.42,-14.61,20220506
002210,-2.29,-3.57,-7.95,-0.25,-8.68,-30.47,20220506
102260,-0.41,0.72,0.82,4.48,-12.19,-24.15,20220506
025950,1.78,-5.45,0.7,-2.22,-25.91,-40.04,20220506
088130,-1.4,-2.56,-5.39,-7.03,-12.21,-10.49,20220506
282690,0.0,-0.39,0.0,14.93,-3.05,2.42,20220506
041930,1.74,3.08,-3.31,11.43,-19.03,-3.31,20220506
